,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
191,梁宏贤,男,汉族,1958/10/1,陕西省,榆林市,绥德县,硕士,1983/8/1,在职,,,,,,,,,,,,,,,,,
192,姚引良,男,汉族,1956/7/1,陕西省,西安市,户县,硕士,1975/1/1,在职,,,,,,,,,,,,,,,,,
193,王侠,女,汉族,1954/5/1,陕西省,榆林市,清涧县,硕士,1974/7/1,在职,,,,,,,,,,,,,,,,,
194,李希,男,汉族,1956/10/1,甘肃省,陇南市,两当县,硕士,1982/1/1,在职,,,,,,,,,,,,,,,,,
195,高宜新,男,汉族,1943/1/1,陕西省,榆林市,佳县,本科,1965/10/1,退休,,,,,,,,,,,,,,,,,
196,徐新荣,男,汉族,1962/4/1,陕西省,咸阳市,乾县,硕士,1984/6/1,在职,,,,,,,,,,,,,,,,,
197,曹莉莉,女,汉族,1954/1/1,陕西省,榆林市,,硕士,1973/3/1,在职,,,,,,,,,,,,,,,,,
198,王东峰,男,汉族,1958/2/1,陕西省,西安市,,硕士,1980/11/1,在职,,,,,,,,,,,,,,,,,
199,庄长兴,男,汉族,1962/11/1,陕西省,汉中市,勉县,硕士,1983/5/1,在职,,,,,,,,,,,,,,,,,
200,梁凤民,男,汉族,1955/4/1,陕西省,咸阳市,三原县,本科,1981/3/1,在职,,,,,,,,,,,,,,,,,
201,王儒林,男,汉族,1953/4/1,河南省,濮阳市,,硕士,1973/11/1,在职,,,,,,,,,,,,,,,,,
202,杜学芳,女,汉族,1949/2/1,河北省,廊坊市,大城县,硕士,1972/5/1,在职,,,,,,,,,,,,,,,,,
203,米凤君,男,回族,1942/8/1,山东省,德州市,禹城县,本科,,立案查处,,是,贪污腐败,,否,2008/4/28,中纪委,是,受贿罪,人民币628万元,2011/5/28,天津市,,死缓,否,,
204,高广滨,男,汉族,1963/5/1,黑龙江省,哈尔滨市,,博士,1984/6/1,在职,,,,,,,,,,,,,,,,,
205,李述,男,汉族,1944/4/1,,,,本科,,退休,,,,,,,,,,,,,,,,,
206,祝业精,男,汉族,1947/4/1,辽宁省,铁岭市,,博士,,退休,,,,,,,,,,,,,,,,,
207,崔杰,男,汉族,1953/7/1,河北省,唐山市,乐亭县,硕士,1973/10/1,在职,,,,,,,,,,,,,,,,,
208,姜治莹,男,汉族,1961/3/1,吉林省,延边朝鲜族自治州,敦化县,博士,,在职,,,,,,,,,,,,,,,,,
209,王照环,男,汉族,,,,,本科,,退休,,,,,,,,,,,,,,,,,
210,田学仁,男,汉族,1947/10/1,辽宁省,丹东市,宽甸满族自治县,硕士,1971/10/1,立案查处,,是,贪污腐败,,否,2012/7/6,中纪委,是,受贿罪,人民币1919.3575万元,2012/7/6,北京市,,无期徒刑,否,,
211,矫正中,男,汉族,1950/7/1,吉林省,吉林市,,硕士,,退休,,,,,,,,,,,,,,,,,
212,徐建一,男,汉族,1953/12/1,江苏省,南京市,,硕士,1986/6/1,立案查处,,是,贪污腐败,,否,2015/3/15,中纪委,是,受贿罪,人民币1218万元,2017/2/9,北京市,石景山区,11.5年有期徒刑,否,,
213,周化辰,男,汉族,1952/6/1,河北省,唐山市,迁安县,,,在职,,,,,,,,,,,,,,,,,
214,张晓霈,男,汉族,1957/11/1,河南省,洛阳市,,本科,1984/7/1,在职,,,,,,,,,,,,,,,,,
215,刚占标,男,汉族,1955/3/1,辽宁省,辽阳市,,硕士,1976/6/1,在职,,,,,,,,,,,,,,,,,
216,赵静波,男,汉族,1964/10/1,辽宁省,丹东市,凤城市,博士,1994/12/1,在职,,,,,,,,,,,,,,,,,
217,栗振国,男,汉族,1944/11/1,吉林省,四平市,公主岭县,专科,,退休,,,,,,,,,,,,,,,,,
218,骆德春,男,汉族,1954/2/1,吉林省,四平市,梨树县,硕士,1973/12/1,在职,,,,,,,,,,,,,,,,,
219,赵胜堂,男,汉族,1949/5/1,山东省,威海市,荣成县,硕士,1980/11/1,退休,,,,,,,,,,,,,,,,,
220,李福升,男,汉族,1951/3/1,吉林省,白城市,镇赉县,本科,1974/3/1,退休,,,,,,,,,,,,,,,,,
221,石国祥,男,回族,1961/3/1,吉林省,长春市,,硕士,1985/2/1,在职,,,,,,,,,,,,,,,,,
222,王克成,男,汉族,1957/2/1,吉林省,长春市,,硕士,1976/12/1,在职,,,,,,,,,,,,,,,,,
223,张元富,男,汉族,1951/12/1,吉林省,长春市,,,,退休,,,,,,,,,,,,,,,,,
224,荀凤栖,男,汉族,1953/2/1,河北省,邢台市,广宗县,硕士,1972/11/1,在职,,,,,,,,,,,,,,,,,
225,马俊清,男,汉族,1956/10/1,吉林省,四平市,公主岭县,博士,1976/3/1,在职,,,,,,,,,,,,,,,,,
226,刘永新,男,汉族,1945/6/1,吉林省,通化市,柳河县,,1966/8/1,退休,,,,,,,,,,,,,,,,,
227,金育辉,男,汉族,1966/1/1,吉林省,长春市,榆树县,博士,1986/9/1,在职,,,,,,,,,,,,,,,,,
228,姜有为,男,汉族,1967/9/1,吉林省,长春市,农安县,硕士,1994/6/1,在职,,,,,,,,,,,,,,,,,
229,马明,男,汉族,1957/10/1,辽宁省,沈阳市,辽中县,硕士,1984/6/1,在职,,,,,,,,,,,,,,,,,
230,赵振起,男,汉族,1953/11/1,吉林省,四平市,梨树县,硕士,1973/6/1,在职,,,,,,,,,,,,,,,,,
231,赵炳辉,男,汉族,1947/6/1,,,,硕士,,退休,,,,,,,,,,,,,,,,,
232,田玉林,男,汉族,1962/2/1,辽宁省,铁岭市,昌图县,硕士,1991/6/1,立案查处,,是,贪污腐败,,否,2014/4/11,吉林省纪委,是,受贿罪,人民币4000万元,2015/5/29,吉林省,松原市,死刑,否,,
233,刘保威,男,汉族,1962/11/1,辽宁省,铁岭市,昌图县,硕士,1984/4/1,在职,,,,,,,,,,,,,,,,,
234,牛海军,男,汉族,1948/2/1,吉林省,吉林市,磐石县,本科,1973/9/1,退休,,,,,,,,,,,,,,,,,
235,张安顺,男,汉族,1965/4/1,山东省,济南市,平阴县,硕士,1986/3/1,在职,,,,,,,,,,,,,,,,,
236,隋忠诚,男,汉族,1967/6/1,吉林省,长春市,,博士,1988/6/1,在职,,,,,,,,,,,,,,,,,
237,刘喜杰,男,汉族,1962/10/1,吉林省,松原市,前郭县,硕士,1984/11/1,在职,,,,,,,,,,,,,,,,,
238,彭永林,男,汉族,1961/1/1,山东省,烟台市,掖县,硕士,1984/6/1,在职,,,,,,,,,,,,,,,,,
239,李伟(云南省),男,汉族,1958/1/1,云南省,昆明市,石林彝族自治县,本科,,在职,,,,,,,,,,,,,,,,,
240,阎宝泰,男,汉族,1954/10/1,吉林省,四平市,,硕士,1977/9/1,在职,,,,,,,,,,,,,,,,,
241,李树国,男,汉族,1954/4/1,吉林省,长春市,榆树县,本科,1974/12/1,在职,,,,,,,,,,,,,,,,,
242,聂春玉,男,汉族,1955/7/1,山西省,临汾市,侯马县,硕士,1973/8/1,立案查处,,是,贪污腐败,,否,2014/8/28,中纪委,是,受贿罪,人民币4458亿元,2016/10/19,江苏省,南通市,15年有期徒刑,否,,
243,王纯,男,汉族,1944/8/1,吉林省,吉林市,永吉县,专科,,立案查处,,是,贪污腐败,,否,2002/12/16,吉林省纪委,是,受贿罪、巨额财产来源不明罪,受贿人民币170．69万余元，巨额财产来源不明205.58万余元,2003/11/26,吉林省,吉林市,18年有期徒刑,否,,
244,聂文权,男,汉族,1949/3/1,吉林省,长春市,榆树县,本科,1971/6/1,在职,,,,,,,,,,,,,,,,,
245,杨绍明,男,汉族,1949/2/1,吉林省,长春市,九台县,本科,,退休,,,,,,,,,,,,,,,,,
246,王常松,男,汉族,1962/7/1,安徽省,巢湖市,无为县,硕士,1985/9/1,在职,,,,,,,,,,,,,,,,,
247,李相国,男,汉族,1962/11/1,吉林省,长春市,九台县,硕士,,在职,,,,,,,,,,,,,,,,,
248,孙鸿志,男,汉族,1965/9/1,吉林省,吉林市,蛟河县,博士后,1986/7/1,立案查处,,是,贪污腐败,,否,2014/12/26,中纪委,是,受贿罪、贪污罪、巨额财产来源不明罪,受贿罪人民币1420万元，贪污罪人民币164万元，巨额财产来源不明罪人民币953万元,2016/11/10,山东省,泰安市,18年有期徒刑,否,,
249,蓝军,男,汉族,1953/10/1,吉林省,四平市,梨树县,硕士,1973/12/1,立案查处,,是,贪污腐败,,否,2014/12/8,吉林省纪委,是,贪污罪、受贿罪,,2015/9/8,吉林省,长春市,,,,
250,刘润璞,男,汉族,1951/5/1,吉林省,长春市,,硕士,1970/1/1,退休,,,,,,,,,,,,,,,,,
251,岳清友,男,汉族,1949/6/1,山东省,潍坊市,高密县,本科,,退休,,,,,,,,,,,,,,,,,
252,李晋修,男,汉族,1962/7/1,吉林省,长春市,德惠市,硕士,,在职,,,,,,,,,,,,,,,,,
253,房俐,女,汉族,1955/10/1,吉林省,辽源市,,硕士,1975/5/1,在职,,,,,,,,,,,,,,,,,
254,杨亚杰,男,汉族,1956/1/1,吉林省,四平市,梨树县,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
255,安桂武,男,汉族,1967/2/1,辽宁省,锦州市,凌海县,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
256,金振吉,男,朝鲜族,1959/2/1,吉林省,延边朝鲜族自治州,延吉县,博士,1979/11/1,在职,,,,,,,,,,,,,,,,,
257,邓凯,男,汉族,1959/12/1,辽宁省,营口市,盖县,硕士,1986/4/1,在职,,,,,,,,,,,,,,,,,
258,李龙熙,男,朝鲜族,1963/7/1,吉林省,延边朝鲜族自治州,,博士,1985/1/1,在职,,,,,,,,,,,,,,,,,
259,南相福,男,朝鲜族,1945/2/1,吉林省,延边朝鲜族自治州,敦化县,硕士,1966/4/1,退休,,,,,,,,,,,,,,,,,
260,竺延风,男,汉族,1961/3/1,浙江省,宁波市,奉化县,硕士,1982/5/1,在职,,,,,,,,,,,,,,,,,
261,巴音朝鲁,男,蒙古族,1955/11/1,内蒙古自治区,鄂尔多斯市,鄂托克前旗,硕士,1976/9/1,在职,,,,,,,,,,,,,,,,,
262,黄燕明,男,汉族,1955/1/1,北京市,,,硕士,,在职,,,,,,,,,,,,,,,,,
263,齐玉,男,汉族,1961/1/1,陕西省,延安市,吴起县,硕士,1982/12/1,在职,,,,,,,,,,,,,,,,,
264,陈伦,男,汉族,1953/12/1,福建省,福州市,,硕士,1982/8/1,在职,,,,,,,,,,,,,,,,,
265,陈伟根,男,汉族,1955/3/1,浙江省,绍兴市,,硕士,1988/12/1,在职,,,,,,,,,,,,,,,,,
266,王松鹤,男,汉族,1952/5/1,福建省,福州市,闽侯县,本科,1981/4/1,退休,,,,,,,,,,,,,,,,,
267,庄严,男,汉族,1967/8/1,吉林省,长春市,农安县,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
268,王云坤,男,汉族,1942/12/1,江苏省,常州市,溧阳县,本科,1966/4/1,退休,,,,,,,,,,,,,,,,,
269,唐宪强,男,汉族,1947/10/1,山东省,济宁市,泗水县,专科,1970/1/1,退休,,,,,,,,,,,,,,,,,
270,王国发,男,汉族,1945/11/1,吉林省,长春市,榆树县,本科,1971/6/1,退休,,,,,,,,,,,,,,,,,
271,王珉,男,汉族,1950/3/1,安徽省,淮南市,,博士,1985/7/1,立案查处,,是,贪污腐败,,否,2016/3/3,中纪委,是,受贿罪、贪污罪、玩忽职守罪,,2017/7/7,河南省,洛阳市,,,,
272,全哲洙,男,朝鲜族,1952/3/1,吉林省,延边朝鲜族自治州,龙井县,硕士,1969/12/1,在职,,,,,,,,,,,,,,,,,
273,李斌,女,汉族,1954/10/1,辽宁省,抚顺市,,博士,1981/6/1,在职,,,,,,,,,,,,,,,,,
274,李申学,男,汉族,1950/8/1,河北省,唐山市,乐亭县,硕士,1971/9/1,退休,,,,,,,,,,,,,,,,,
275,吴广才,男,汉族,1939/8/1,吉林省,吉林市,永吉县,专科,1956/9/1,退休,,,,,,,,,,,,,,,,,
276,林炎志,男,汉族,1948/4/1,黑龙江省,绥化市,望奎县,博士,1975/6/1,退休,,,,,,,,,,,,,,,,,
277,韩长赋,男,汉族,1954/10/1,黑龙江省,哈尔滨市,宾县,硕士,1974/1/1,在职,,,,,,,,,,,,,,,,,
278,洪虎,男,汉族,1940/6/1,安徽省,六安市,金寨县,本科,1965/6/1,退休,,,,,,,,,,,,,,,,,
279,孙政才,男,汉族,1963/9/1,山东省,威海市,荣成县,博士,1988/7/1,立案查处,,,违纪,,否,2017/7/24,中纪委,,,,,,,,,,
280,焦彦龙,男,汉族,1960/9/1,河北省,石家庄市,平山县,硕士,1986/12/1,在职,,,,,,,,,,,,,,,,,
281,孙建群,男,汉族,1945/10/1,河北省,秦皇岛市,抚宁县,本科,1973/12/1,退休,,,,,,,,,,,,,,,,,
282,吴显国,男,汉族,1956/8/1,河北省,廊坊市,三河县,硕士,1980/3/1,降/辞/撤职,,否,责任事故,,是,2008/9/22,,否,,,,,,,,,
283,王增力,男,汉族,1954/11/1,河北省,唐山市,滦县,硕士,1975/8/1,在职,,,,,,,,,,,,,,,,,
284,赵世洪,男,满族,1962/5/1,吉林省,长春市,,博士,1984/1/1,在职,,,,,,,,,,,,,,,,,
285,聂瑞平,男,汉族,1959/11/1,河北省,沧州市,献县,硕士,1983/7/1,在职,,,,,,,,,,,,,,,,,
286,王珽玖,男,满族,1947/1/1,,,,,,退休,,,,,,,,,,,,,,,,,
287,王昆山,男,汉族,1952/8/1,河北省,沧州市,沧县,本科,1972/10/1,立案查处,,否,其他,买官,否,2006/9/20,河北省纪委,,,,,,,,,,
288,宋长瑞,男,汉族,1951/5/1,河北省,张家口市,涿鹿县,硕士,1976/6/1,退休,,,,,,,,,,,,,,,,,
289,宋太平,男,汉族,1955/12/1,河北省,邢台市,柏乡县,硕士,1979/7/1,在职,,,,,,,,,,,,,,,,,
290,许宁,男,汉族,1956/12/1,河北省,保定市,易县,硕士,1975/5/1,在职,,,,,,,,,,,,,,,,,
291,付志方,男,汉族,1956/10/1,河南省,南阳市,,硕士,1982/6/1,在职,,,,,,,,,,,,,,,,,
292,李谦,男,汉族,1960/3/1,河北省,石家庄市,晋州县,硕士,1983/5/1,在职,,,,,,,,,,,,,,,,,
293,于群,男,汉族,1962/11/1,辽宁省,丹东市,,硕士,1984/4/1,在职,,,,,,,,,,,,,,,,,
294,吴振华,男,汉族,1946/7/1,河北省,唐山市,玉田县,本科,1972/5/1,退休,,,,,,,,,,,,,,,,,
295,车俊,男,汉族,1955/7/1,安徽省,合肥市,巢湖县,硕士,1973/12/1,在职,,,,,,,,,,,,,,,,,
296,艾文礼,男,汉族,1955/3/1,河北省,唐山市,唐海县,硕士,1978/11/1,在职,,,,,,,,,,,,,,,,,
297,臧胜业,男,汉族,1951/2/1,山东省,青岛市,胶州县,硕士,1973/7/1,退休,,,,,,,,,,,,,,,,,
298,杨德庆,男,汉族,1945/7/1,江苏省,无锡市,,本科,,退休,,,,,,,,,,,,,,,,,
299,刘永瑞,男,汉族,1953/2/1,河北省,张家口市,宣化县,硕士,1972/11/1,在职,,,,,,,,,,,,,,,,,
300,王晓东(山东省),男,汉族,1959/5/1,山东省,滨州市,无棣县,本科,1981/12/1,在职,,,,,,,,,,,,,,,,,
301,张宝义,男,汉族,1945/1/1,河北省,保定市,曲阳县,本科,1978/9/1,退休,,,,,,,,,,,,,,,,,
302,高金浩,男,汉族,1956/12/1,河北省,沧州市,东光县,硕士,1978/11/1,在职,,,,,,,,,,,,,,,,,
303,郑雪碧,男,汉族,1958/2/1,河北省,石家庄市,藁城县,硕士,1978/4/1,立案查处,,是,贪污腐败,,否,2015/10/14,河北省纪委,是,,,,,,,,,
304,杨汭,男,汉族,1959/1/1,河北省,廊坊市,霸州县,博士,1983/10/1,在职,,,,,,,,,,,,,,,,,
305,赵文鹤,男,汉族,1949/6/1,河北省,邢台市,平乡县,本科,1973/12/1,退休,,,,,,,,,,,,,,,,,
306,张古江,男,汉族,1963/4/1,天津市,武清区,,硕士,1984/12/1,在职,,,,,,,,,,,,,,,,,
307,赵风楼,男,汉族,1958/4/1,河北省,邯郸市,武安县,硕士,1984/6/1,在职,,,,,,,,,,,,,,,,,
308,白润璋,男,汉族,1944/11/1,河北省,石家庄市,,本科,1975/1/1,退休,,,,,,,,,,,,,,,,,
309,张和,男,汉族,1950/12/1,河北省,唐山市,迁西县,本科,1978/1/1,退休,,,,,,,,,,,,,,,,,
310,赵勇,男,汉族,1963/1/1,湖南省,益阳市,,博士,1982/6/1,在职,,,,,,,,,,,,,,,,,
311,王雪峰,男,汉族,1954/12/1,河北省,邯郸市,永年县,本科,1973/3/1,在职,,,,,,,,,,,,,,,,,
312,陈国鹰,男,汉族,1957/5/1,湖南省,衡阳市,祁东县,博士,1988/4/1,在职,,,,,,,,,,,,,,,,,
313,张耀华,男,汉族,1948/10/1,河北省,唐山市,遵化县,专科,1972/12/1,退休,,,,,,,,,,,,,,,,,
314,王建忠,男,汉族,1944/8/1,河北省,沧州市,沧县,本科,1974/11/1,退休,,,,,,,,,,,,,,,,,
315,朱浩文,男,汉族,1967/2/1,四川省,内江市,威远县,硕士,1986/12/1,在职,,,,,,,,,,,,,,,,,
316,菅瑞亭,男,汉族,1952/10/1,河南省,安阳市,内黄县,专科,1976/3/1,退休,,,,,,,,,,,,,,,,,
317,董强,男,汉族,1946/7/1,河北省,沧州市,泊头县,专科,1975/5/1,退休,,,,,,,,,,,,,,,,,
318,张力,男,汉族,1955/9/1,河北省,邢台市,隆尧县,硕士,1976/6/1,在职,,,,,,,,,,,,,,,,,
319,聂辰席,男,汉族,1957/7/1,河北省,石家庄市,灵寿县,博士后,1993/2/1,在职,,,,,,,,,,,,,,,,,
320,崔江水,男,汉族,1953/10/1,河北省,石家庄市,晋州县,本科,1979/3/1,在职,,,,,,,,,,,,,,,,,
321,郭大建,男,汉族,1954/11/1,江苏省,盐城市,,硕士,1984/10/1,在职,,,,,,,,,,,,,,,,,
322,赵国岭,男,汉族,1955/2/1,河北省,沧州市,黄骅县,博士,1976/11/1,在职,,,,,,,,,,,,,,,,,
323,宋恩华,男,汉族,1953/1/1,黑龙江省,哈尔滨市,双城县,硕士,1974/3/1,在职,,,,,,,,,,,,,,,,,
324,张庆黎,男,汉族,1951/1/1,山东省,泰安市,东平县,硕士,1973/2/1,在职,,,,,,,,,,,,,,,,,
325,张群生,男,汉族,1946/2/1,陕西省,西安市,蓝田县,本科,1979/12/1,退休,,,,,,,,,,,,,,,,,
326,王其江,男,汉族,1954/10/1,河北省,沧州市,黄骅县,硕士,1975/1/1,在职,,,,,,,,,,,,,,,,,
327,陈来立,男,汉族,1943/1/1,河北省,保定市,博野县,本科,,退休,,,,,,,,,,,,,,,,,
328,刘金国,男,汉族,1955/4/1,河北省,秦皇岛市,昌黎县,本科,1975/9/1,在职,,,,,,,,,,,,,,,,,
329,陈秀芳,女,汉族,1945/9/1,河北省,唐山市,玉田县,硕士,1974/9/1,退休,,,,,,,,,,,,,,,,,
330,王学军,男,汉族,1952/12/1,河北省,沧州市,南皮县,硕士,1975/7/1,在职,,,,,,,,,,,,,,,,,
331,栗战书,男,汉族,1950/8/1,河北省,石家庄市,平山县,硕士,1975/4/1,在职,,,,,,,,,,,,,,,,,
332,冯文海,男,汉族,1944/9/1,河北省,邯郸市,广平县,本科,1970/5/1,退休,,,,,,,,,,,,,,,,,
333,张毅,男,汉族,1950/8/1,黑龙江省,黑河市,北安县,硕士,1972/2/1,在职,,,,,,,,,,,,,,,,,
334,刘德旺,男,汉族,1946/9/1,江西省,上饶市,鄱阳县,本科,1969/4/1,退休,,,,,,,,,,,,,,,,,
335,赵世居,男,汉族,1944/3/1,山西省,太原市,,本科,1976/11/1,退休,,,,,,,,,,,,,,,,,
336,陈全国,男,汉族,1955/11/1,河南省,驻马店市,平舆县,硕士,1976/2/1,在职,,,,,,,,,,,,,,,,,
337,胡春华,男,汉族,1963/4/1,湖北省,宜昌市,五峰县,本科,1983/4/1,在职,,,,,,,,,,,,,,,,,
338,郭庚茂,男,汉族,1950/12/1,河北省,衡水市,冀县,硕士,1972/3/1,在职,,,,,,,,,,,,,,,,,
339,季允石,男,汉族,1945/9/1,江苏省,南通市,海门县,本科,1975/8/1,在职,,,,,,,,,,,,,,,,,
340,钮茂生,男,满族,1939/10/1,北京市,,,本科,1961/6/1,退休,,,,,,,,,,,,,,,,,
341,张云川,男,汉族,1946/10/1,浙江省,金华市,东阳县,本科,1973/6/1,在职,,,,,,,,,,,,,,,,,
342,白克明,男,汉族,1943/10/1,陕西省,榆林市,靖边县,本科,1975/6/1,退休,,,,,,,,,,,,,,,,,
343,王旭东,男,汉族,1946/1/1,江苏省,盐城市,,专科,1972/2/1,在职,,,,,,,,,,,,,,,,,
344,田向利,女,汉族,1963/3/1,河北省,邢台市,,博士,1984/1/1,在职,,,,,,,,,,,,,,,,,
345,张越,男,汉族,1961/6/1,山东省,东营市,广饶县,硕士,1984/11/1,立案查处,,是,贪污腐败,,否,2016/4/16,中纪委,是,受贿罪,人民币15788万元,2017/4/20,江苏省,常州市,,,,
346,范照兵,男,汉族,1958/4/1,湖北省,荆州市,天门县,本科,1981/4/1,在职,,,,,,,,,,,,,,,,,
347,周本顺,男,汉族,1953/2/1,湖南省,怀化市,溆浦县,硕士,1971/9/1,立案查处,,是,贪污腐败,,否,2015/10/6,中纪委,是,受贿罪,人民币4001万元,2017/2/15,福建省,厦门市,15年有期徒刑,否,,
348,杨崇勇,男,满族,1955/11/1,云南省,昆明市,,本科,1980/8/1,在职,,,,,,,,,,,,,,,,,
349,张庆伟,男,汉族,1961/11/1,河北省,唐山市,乐亭县,硕士,1992/12/1,在职,,,,,,,,,,,,,,,,,
350,姜德果,男,汉族,1957/1/1,河北省,衡水市,阜城县,硕士,1984/12/1,在职,,,,,,,,,,,,,,,,,
351,董经纬,男,汉族,1951/1/1,河北省,石家庄市,,硕士,1974/11/1,在职,,,,,,,,,,,,,,,,,
352,柳宝全,男,汉族,1947/2/1,河北省,唐山市,,本科,1974/5/1,退休,,,,,,,,,,,,,,,,,
353,王爱民,男,汉族,1958/1/1,河北省,邢台市,南和县,博士,1991/3/1,立案查处,,是,贪污腐败,,否,2014/9/4,河北省纪委,是,受贿罪、巨额财产来源不明罪,受贿罪人民币1900万元，巨额财产来源不明罪人民币3300万元,2015/12/27,河北省,石家庄市,,,,
354,张洪义,男,汉族,1948/12/1,河北省,邢台市,任县,硕士,,退休,,,,,,,,,,,,,,,,,
355,刘大群,男,汉族,1958/8/1,河北省,石家庄市,灵寿县,博士后,1984/11/1,在职,,,,,,,,,,,,,,,,,
356,刘德忠,男,汉族,1944/11/1,河北省,保定市,雄县,专科,1972/6/1,退休,,,,,,,,,,,,,,,,,
357,李俊渠,男,汉族,1954/2/1,河北省,衡水市,饶阳县,硕士,1976/8/1,在职,,,,,,,,,,,,,,,,,
358,景春华,男,汉族,1958/2/1,山东省,东营市,广饶县,博士,1976/8/1,立案查处,,是,贪污腐败,,否,2015/3/3,中纪委,是,受贿罪、巨额财产来源不明罪,人民币6054万元，巨额财产来源不明罪人民币8635万元,2016/8/11,吉林省,长春市,18年有期徒刑,否,,
359,陈贵,男,汉族,1956/10/1,河北省,张家口市,涿鹿县,硕士,1984/3/1,立案查处,,是,贪污腐败,,否,2015/3/28,河北省纪委,是,,,,,,,,,
360,刘可为,男,汉族,1964/4/1,湖南省,长沙市,,硕士,1987/12/1,在职,,,,,,,,,,,,,,,,,
361,冀纯堂,男,汉族,1953/1/1,河北省,邯郸市,成安县,博士,1983/10/1,降/辞/撤职,,否,责任事故,,是,2008/9/17,,否,,,,,,,,,
362,高宏志,男,汉族,1967/10/1,河北省,石家庄市,正定县,硕士,1990/12/1,在职,,,,,,,,,,,,,,,,,
363,杨慧,男,汉族,1965/7/1,河北省,张家口市,康保县,硕士,1985/1/1,在职,,,,,,,,,,,,,,,,,
364,张庆华,男,汉族,1949/9/1,山东省,泰安市,肥城县,本科,,退休,,,,,,,,,,,,,,,,,
365,郭华,男,汉族,1954/6/1,河北省,衡水市,武邑县,本科,1974/9/1,在职,,,,,,,,,,,,,,,,,
366,孙瑞彬,男,汉族,1959/9/1,河北省,秦皇岛市,昌黎县,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
367,刘学库,男,汉族,1953/3/1,河北省,廊坊市,大厂县,硕士,1975/1/1,立案查处,,,贪污腐败,,否,2014/1/1,河北省纪委,是,受贿罪、巨额财产来源不明罪、内幕交易罪,人民币1114万余元,2015/4/25,河北省,邯郸市,18年有期徒刑,否,,
368,李瑞环,男,汉族,1934/9/1,天津市,宝坻区,,专科,1959/9/1,退休,,,,,,,,,,,,,,,,,
369,乔石,男,汉族,1924/12/1,浙江省,舟山市,,本科,1940/8/1,退休,,,,,,,,,,,,,,,,,
370,李鹏,男,汉族,1928/10/1,四川省,成都市,,本科,1945/11/1,退休,,,,,,,,,,,,,,,,,
371,江泽民,男,汉族,1926/8/17,江苏省,扬州市,,本科,1946/4/1,退休,,,,,,,,,,,,,,,,,
372,朱镕基,男,汉族,1928/10/1,湖南省,长沙市,,本科,1949/10/1,退休,,,,,,,,,,,,,,,,,
373,胡锦涛,男,汉族,1942/12/1,安徽省,宣城市,,本科,1964/4/1,退休,,,,,,,,,,,,,,,,,
374,丁关根,男,汉族,1929/9/1,江苏省,无锡市,,本科,1956/7/1,退休,,,,,,,,,,,,,,,,,
375,田纪云,男,汉族,1929/6/1,山东省,泰安市,,高中,1945/5/1,退休,,,,,,,,,,,,,,,,,
376,李岚清,男,汉族,1932/5/1,江苏省,镇江市,,本科,1952/9/1,退休,,,,,,,,,,,,,,,,,
377,李铁映,男,汉族,1936/9/1,湖南省,长沙市,,本科,1955/4/1,退休,,,,,,,,,,,,,,,,,
378,吴邦国,男,汉族,1941/7/1,安徽省,合肥市,,本科,1964/4/1,退休,,,,,,,,,,,,,,,,,
379,邹家华,男,汉族,1926/10/1,上海市,,,本科,1945/6/1,退休,,,,,,,,,,,,,,,,,
380,陈希同,男,汉族,1930/6/1,四川省,资阳市,,本科,1949/12/1,立案查处,,是,贪污腐败,,否,1995/9/1,中纪委,是,贪污、玩忽职守,人民币55.5万,1998/7/31,北京市,,16年有期徒刑,否,,
381,姜春云,男,汉族,1930/4/1,山东省,青岛市,,专科,1947/2/1,退休,,,,,,,,,,,,,,,,,
382,尉健行,男,汉族,1931/1/1,浙江省,绍兴市,,本科,1949/3/1,退休,,,,,,,,,,,,,,,,,
383,谢非,男,汉族,1932/11/4,广东省,汕尾市,,高中,1949/7/1,死亡,,,,,,,,,,,,,,,,,
384,谭绍文,男,汉族,1928/7/4,四川省,成都市,新津县,本科,1955/5/1,死亡,,,,,,,,,,,,,,,,,
385,黄菊,男,汉族,1938/9/1,浙江省,嘉兴市,,本科,1966/3/1,死亡,,,,,,,,,,,,,,,,,
386,温家宝,男,汉族,1942/9/1,天津市,,,硕士,1965/4/1,退休,,,,,,,,,,,,,,,,,
387,王汉斌,男,汉族,1925/8/1,福建省,泉州市,,本科,1941/2/1,退休,,,,,,,,,,,,,,,,,
388,李长春,男,汉族,1944/2/1,辽宁省,大连市,,本科,1965/9/1,退休,,,,,,,,,,,,,,,,,
389,罗干,男,汉族,1935/7/1,山东省,济南市,,本科,1960/6/1,退休,,,,,,,,,,,,,,,,,
390,贾庆林,男,汉族,1940/3/1,河北省,沧州市,,本科,1959/12/1,退休,,,,,,,,,,,,,,,,,
